"DepartmentKey","Address","City","County","DepartmentName","DepartmentSpecialty","DepartmentType","PostalCode","CensusTract"
6514,"1500 SW 10th Ave","Topeka","SHAWNEE","POST-SURGICAL-7 SOUTH","*Unspecified","*Unknown","66604",20177003603
6515,"1500 SW 10th Ave","Topeka","SHAWNEE","POST-SURGICAL-7 SOUTH","*Unspecified","*Unknown","66604",20177003603
6516,"1500 SW 10th Ave","Topeka","SHAWNEE","POST-SURGICAL-7 SOUTH","*Unspecified","*Unknown","66604",20177003603
6517,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","GERO-PSYCH-6WEST","*Unspecified","*Unknown","66604",20177003603
6518,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","GERO-PSYCH-6WEST","*Unspecified","*Unknown","66604",20177003603
6519,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","GERO-PSYCH-6WEST","*Unspecified","*Unknown","66604",20177003603
6520,"1500 SW 10th Ave","Topeka","SHAWNEE","INTERMEDIATE CARE","*Unspecified","*Unknown","66604",20177003603
6521,"1500 SW 10th Ave","Topeka","SHAWNEE","INTERMEDIATE CARE","*Unspecified","*Unknown","66604",20177003603
6522,"1500 SW 10th Ave","Topeka","SHAWNEE","INTERMEDIATE CARE","*Unspecified","*Unknown","66604",20177003603
6523,"1979 Milky Way","VERONA","*Unspecified","EMH EMERGENCY","Emergency Medicine","ED","53593",55025012700
6524,"1500 SW 10th Ave","Topeka","SHAWNEE","INTERMEDIATE CARE","*Unspecified","*Unknown","66604",20177003603
6525,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6526,"1500 SW 10th Ave","Topeka","SHAWNEE","SPINE CENTER","*Unspecified","*Unknown","66604",20177003603
6527,"1500 SW 10th Ave","Topeka","SHAWNEE","SPINE CENTER","*Unspecified","*Unknown","66604",20177003603
6528,"1500 SW 10th Ave","Topeka","SHAWNEE","SPINE CENTER","*Unspecified","*Unknown","66604",20177003603
6529,"1500 SW 10th Ave","Topeka","SHAWNEE","SPINE CENTER","*Unspecified","*Unknown","66604",20177003603
6530,"1500 SW 10th Ave","Topeka","SHAWNEE","SPINE CENTER","*Unspecified","*Unknown","66604",20177003603
6531,"1500 SW 10th Ave","Topeka","SHAWNEE","SPINE CENTER","*Unspecified","*Unknown","66604",20177003603
6532,"1500 SW 10th Ave","Topeka","SHAWNEE","SPINE CENTER","*Unspecified","*Unknown","66604",20177003603
6533,"1500 SW 10th Ave","Topeka","SHAWNEE","SPINE CENTER","*Unspecified","*Unknown","66604",20177003603
6534,"1979 Milky Way","VERONA","*Unspecified","EMH EMERGENCY","Emergency Medicine","ED","53593",55025012700
6535,"1500 SW 10th Ave","Topeka","SHAWNEE","SPINE CENTER","*Unspecified","*Unknown","66604",20177003603
6536,"1500 SW 10th Ave","Topeka","SHAWNEE","SPINE CENTER","*Unspecified","*Unknown","66604",20177003603
6537,"1500 SW 10th Ave","Topeka","SHAWNEE","SPINE CENTER","*Unspecified","*Unknown","66604",20177003603
6538,"1500 SW 10th Ave","Topeka","SHAWNEE","SPINE CENTER","*Unspecified","*Unknown","66604",20177003603
6539,"1500 SW 10th Ave","Topeka","SHAWNEE","SPINE CENTER","*Unspecified","*Unknown","66604",20177003603
6540,"1500 SW 10th Ave","Topeka","SHAWNEE","SPINE CENTER","*Unspecified","*Unknown","66604",20177003603
6541,"1500 SW 10th Ave","Topeka","SHAWNEE","JOINT CENTER","*Unspecified","*Unknown","66604",20177003603
6542,"1500 SW 10th Ave","Topeka","SHAWNEE","JOINT CENTER","*Unspecified","*Unknown","66604",20177003603
6543,"1500 SW 10th Ave","Topeka","SHAWNEE","JOINT CENTER","*Unspecified","*Unknown","66604",20177003603
6544,"1500 SW 10th Ave","Topeka","SHAWNEE","JOINT CENTER","*Unspecified","*Unknown","66604",20177003603
6545,"1979 Milky Way","VERONA","*Unspecified","EMH MED SURG","*Unspecified","*Unknown","53593",55025012700
6546,"1500 SW 10th Ave","Topeka","SHAWNEE","JOINT CENTER","*Unspecified","*Unknown","66604",20177003603
6547,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6548,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6549,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6550,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6551,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6552,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6553,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6554,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6555,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
6556,"1979 Milky Way","VERONA","*Unspecified","EMH MED SURG","*Unspecified","*Unknown","53593",55025012700
6557,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6558,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6559,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6560,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6561,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6562,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6563,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6564,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6565,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
6566,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","OP OBSERV UNIT","*Unspecified","*Unknown","66604",20177003603
6567,"1979 Milky Way","VERONA","*Unspecified","EMH PEDIATRICS","Pediatrics","*Unknown","53593",55025012700
6568,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","OP OBSERV UNIT","*Unspecified","*Unknown","66604",20177003603
6569,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
6570,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","TRAUMA CRITICAL CARE","*Unspecified","ICU","66604",20177003603
6571,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","TRAUMA CRITICAL CARE","*Unspecified","ICU","66604",20177003603
6572,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","TRAUMA CRITICAL CARE","*Unspecified","ICU","66604",20177003603
6573,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","TRAUMA CRITICAL CARE","*Unspecified","ICU","66604",20177003603
6574,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6575,"1500 SW 10th Ave","Topeka","SHAWNEE","CVOPC","*Unspecified","*Unknown","66604",20177003603
6576,"1500 SW 10th Ave","Topeka","SHAWNEE","CVOPC","*Unspecified","*Unknown","66604",20177003603
6577,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
6578,"1979 Milky Way","VERONA","*Unspecified","EMH PEDIATRICS","Pediatrics","*Unknown","53593",55025012700
6579,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
6580,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6581,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6582,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6583,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6584,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6585,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6586,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6587,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6588,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6589,"1979 Milky Way","VERONA","*Unspecified","EMH PEDIATRICS","Pediatrics","*Unknown","53593",55025012700
6590,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6591,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6592,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6593,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6594,"1414 SW 8th Ave","Topeka","SHAWNEE","INFUSION CENTER","Infusion Therapy","HOD","66606",20177000500
6595,"1500 SW 10th Ave","Topeka","SHAWNEE","POST SURG OBSERVATION","*Unspecified","*Unknown","66604",20177003603
6596,"1500 SW 10th Ave","Topeka","SHAWNEE","POST SURG OBSERVATION","*Unspecified","*Unknown","66604",20177003603
6597,"1500 SW 10th Ave","Topeka","SHAWNEE","POST SURG OBSERVATION","*Unspecified","*Unknown","66604",20177003603
6598,"1500 SW 10th Ave","Topeka","SHAWNEE","POST SURG OBSERVATION","*Unspecified","*Unknown","66604",20177003603
6599,"1500 SW 10th Ave","Topeka","SHAWNEE","POST SURG OBSERVATION","*Unspecified","*Unknown","66604",20177003603
6600,"1979 Milky Way","VERONA","*Unspecified","EMH NEONATAL ICU","Neonatology","*Unknown","53593",55025012700
6601,"1500 SW 10th Ave","Topeka","SHAWNEE","POST SURG OBSERVATION","*Unspecified","*Unknown","66604",20177003603
6602,"1500 SW 10th Ave","Topeka","SHAWNEE","POST SURG OBSERVATION","*Unspecified","*Unknown","66604",20177003603
6603,"1500 SW 10th Ave","Topeka","SHAWNEE","POST SURG OBSERVATION","*Unspecified","*Unknown","66604",20177003603
6604,"1500 SW 10th Ave","Topeka","SHAWNEE","POST SURG OBSERVATION","*Unspecified","*Unknown","66604",20177003603
6605,"1500 SW 10th Ave","Topeka","SHAWNEE","POST SURG OBSERVATION","*Unspecified","*Unknown","66604",20177003603
6606,"1500 SW 10th Ave","Topeka","SHAWNEE","POST SURG OBSERVATION","*Unspecified","*Unknown","66604",20177003603
6607,"1500 SW 10th Ave","Topeka","SHAWNEE","POST SURG OBSERVATION","*Unspecified","*Unknown","66604",20177003603
6608,"1500 SW 10th Ave","Topeka","SHAWNEE","POST SURG OBSERVATION","*Unspecified","*Unknown","66604",20177003603
6609,"1500 SW 10th Ave","Topeka","SHAWNEE","POST SURG OBSERVATION","*Unspecified","*Unknown","66604",20177003603
6610,"1500 SW 10th Ave","Topeka","SHAWNEE","POST SURG OBSERVATION","*Unspecified","*Unknown","66604",20177003603
6611,"1979 Milky Way","VERONA","*Unspecified","EMH NURSERY","*Unspecified","*Unknown","53593",55025012700
6612,"1500 SW 10th Ave","Topeka","SHAWNEE","POST SURG OBSERVATION","*Unspecified","*Unknown","66604",20177003603
6613,"1979 Milky Way","VERONA","*Unspecified","EMH LABOR & DELIVERY","Obstetrics and Gynecology","L&D","53593",55025012700
6614,"1979 Milky Way","VERONA","*Unspecified","EMH LABOR & DELIVERY","Obstetrics and Gynecology","L&D","53593",55025012700
6615,"1979 Milky Way","VERONA","*Unspecified","EMH LABOR & DELIVERY","Obstetrics and Gynecology","L&D","53593",55025012700
6616,"1979 Milky Way","VERONA","*Unspecified","EMH ANTEPARTUM","Obstetrics","L&D","53593",55025012700
6617,"1979 Milky Way","VERONA","*Unspecified","EMH POSTPARTUM","*Unspecified","L&D","53593",55025012700
6618,"1979 Milky Way","VERONA","*Unspecified","EMH ANTEPARTUM","Obstetrics","L&D","53593",55025012700
6619,"1979 Milky Way","VERONA","*Unspecified","EMH ANTEPARTUM","Obstetrics","L&D","53593",55025012700
6620,"1979 Milky Way","VERONA","*Unspecified","EMH POSTPARTUM","*Unspecified","L&D","53593",55025012700
6621,"1979 Milky Way","VERONA","*Unspecified","EMH PSYCHIATRY","Psychiatry","*Unknown","53593",55025012700
6622,"1979 Milky Way","VERONA","*Unspecified","EMH PSYCHIATRY","Psychiatry","*Unknown","53593",55025012700
6623,"1979 Milky Way","VERONA","*Unspecified","EMH PSYCHIATRY","Psychiatry","*Unknown","53593",55025012700
6624,"1979 Milky Way","VERONA","*Unspecified","EMH PRE-PROCEDURE","*Unspecified","OR","53593",55025012700
6625,"1979 Milky Way","VERONA","*Unspecified","EHS URGENT CARE","Urgent Care","ED","53593",55025012700
6626,"1979 Milky Way","VERONA","*Unspecified","EMH EMERGENCY","Emergency Medicine","ED","53593",55025012700
6627,"1979 Milky Way","VERONA","*Unspecified","EMH RECOVERY","*Unspecified","OR","53593",55025012700
6628,"1979 Milky Way","VERONA","*Unspecified","EMH EMERGENCY","Emergency Medicine","ED","53593",55025012700
6629,"1979 Milky Way","VERONA","*Unspecified","EHS URGENT CARE","Urgent Care","ED","53593",55025012700
6630,"1979 Milky Way","VERONA","*Unspecified","EMH PHASE II","*Unspecified","OR","53593",55025012700
6631,"1979 Milky Way","VERONA","*Unspecified","EHS URGENT CARE","Urgent Care","ED","53593",55025012700
6632,"1979 Milky Way","VERONA","*Unspecified","EMH POSTPARTUM","*Unspecified","L&D","53593",55025012700
6633,"1979 Milky Way","VERONA","*Unspecified","EMH LABOR & DELIVERY","Obstetrics and Gynecology","L&D","53593",55025012700
6634,"1979 Milky Way","VERONA","*Unspecified","EHS URGENT CARE","Urgent Care","ED","53593",55025012700
6635,"1979 Milky Way","VERONA","*Unspecified","EHS URGENT CARE","Urgent Care","ED","53593",55025012700
6636,"1979 Milky Way","VERONA","*Unspecified","EMH ONCOLOGY","Oncology","HOD","53593",55025012700
6637,"1979 Milky Way","VERONA","*Unspecified","EMH ONCOLOGY","Oncology","HOD","53593",55025012700
6638,"1979 Milky Way","VERONA","*Unspecified","EHS URGENT CARE","Urgent Care","ED","53593",55025012700
6639,"1979 Milky Way","VERONA","*Unspecified","EHS URGENT CARE","Urgent Care","ED","53593",55025012700
6640,"1979 Milky Way","VERONA","*Unspecified","EHS URGENT CARE","Urgent Care","ED","53593",55025012700
6641,"1979 Milky Way","VERONA","*Unspecified","EHS URGENT CARE","Urgent Care","ED","53593",55025012700
6642,"1979 Milky Way","VERONA","*Unspecified","EHS URGENT CARE","Urgent Care","ED","53593",55025012700
6643,"1979 Milky Way","VERONA","*Unspecified","EHS URGENT CARE","Urgent Care","ED","53593",55025012700
6644,"1979 Milky Way","VERONA","*Unspecified","EMH PHYS MED & REHAB","Physical Medicine and Rehabilitation","HOD","53593",55025012700
6645,"1979 Milky Way","VERONA","*Unspecified","EHS URGENT CARE","Urgent Care","ED","53593",55025012700
6646,"1979 Milky Way","VERONA","*Unspecified","EHS URGENT CARE","Urgent Care","ED","53593",55025012700
6647,"1979 Milky Way","VERONA","*Unspecified","EMH PHYS MED & REHAB","Physical Medicine and Rehabilitation","HOD","53593",55025012700
6648,"1979 Milky Way","VERONA","*Unspecified","EMH PHYS MED & REHAB","Physical Medicine and Rehabilitation","HOD","53593",55025012700
6649,"1979 Milky Way","VERONA","*Unspecified","EMH ONCOLOGY","Oncology","HOD","53593",55025012700
6650,"1979 Milky Way","VERONA","*Unspecified","EMH ONCOLOGY","Oncology","HOD","53593",55025012700
6651,"1979 Milky Way","VERONA","*Unspecified","EMH ONCOLOGY","Oncology","HOD","53593",55025012700
6652,"1979 Milky Way","VERONA","*Unspecified","EMH ONCOLOGY","Oncology","HOD","53593",55025012700
6653,"1979 Milky Way","VERONA","*Unspecified","EMH PERIOP SERVICES","*Unspecified","OR","53593",55025012700
6654,"1979 Milky Way","VERONA","*Unspecified","EMH ONCOLOGY","Oncology","HOD","53593",55025012700
6655,"1979 Milky Way","VERONA","*Unspecified","EMH ONCOLOGY","Oncology","HOD","53593",55025012700
6656,"1979 Milky Way","VERONA","*Unspecified","EMH MED SURG","*Unspecified","*Unknown","53593",55025012700
6657,"1979 Milky Way","VERONA","*Unspecified","EMH MED SURG","*Unspecified","*Unknown","53593",55025012700
6658,"1979 Milky Way","VERONA","*Unspecified","EMH MED SURG","*Unspecified","*Unknown","53593",55025012700
6733,NA,NA,"*Unspecified","*Unspecified","*Unspecified","*Unspecified",NA,NA
6768,NA,NA,"*Unspecified","*Unspecified","*Unspecified","*Unspecified",NA,NA
6838,"*Not Applicable","*Not Applicable","*Not Applicable","*Unknown","*Unknown","*Unknown","*Not Applicable",NA
6860,NA,NA,"*Unspecified","*Unspecified","*Unspecified","*Unspecified",NA,NA
6967,"1979 Milky Way","VERONA","DANE","EHS ASC","*Unspecified","OR","53593",55025012700
6985,NA,NA,"*Unspecified","*Unspecified","*Unspecified","*Unspecified",NA,NA
7000,"1414 SW 8th Ave","Topeka","*Unspecified","CC HEMATOLOGY ONCOLOGY","Hematology and Oncology","*Unknown","66606",20177000500
7041,"*Not Applicable","*Not Applicable","*Not Applicable","*Unknown","*Unknown","*Unknown","*Not Applicable",NA
7096,"*Not Applicable","*Not Applicable","*Not Applicable","*Unknown","*Unknown","*Unknown","*Not Applicable",NA
7127,NA,NA,"*Unspecified","*Unspecified","*Unspecified","*Unspecified",NA,NA
7191,NA,NA,"*Unspecified","*Unspecified","*Unspecified","*Unspecified",NA,NA
7793,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
7794,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
7795,"2660 SW 3rd Street","TOPEKA","SHAWNEE","KANZA NEURO LAB","Lab","*Unknown","66606-2438",NA
7796,NA,NA,"*Unspecified","*Unspecified","*Unspecified","*Unspecified",NA,NA
7797,NA,NA,"*Unspecified","*Unspecified","*Unspecified","*Unspecified",NA,NA
7798,NA,NA,"*Unspecified","*Unspecified","*Unspecified","*Unspecified",NA,NA
7799,NA,NA,"*Unspecified","823 BARIATRIC","*Unspecified","*Unknown",NA,NA
7800,"1301 W 12th","EMPORIA","LYON","EMPORIA NUCLEAR MED","Radiology","*Unknown","66801-2592",NA
7801,"1301 W 12th","EMPORIA","LYON","EMPORIA ANTI COAG","Cardiology","*Unknown","66801-2592",NA
7802,NA,NA,"*Unspecified","*Unspecified","*Unspecified","*Unspecified",NA,NA
7803,NA,NA,"*Unspecified","*Unspecified","*Unspecified","*Unspecified",NA,NA
7804,"1500 SW 10th Ave","TOPEKA","SHAWNEE","ED IMAGING DEPARTMENT","Radiology","HOD","66604",20177003603
7805,NA,NA,"*Unspecified","CONROW","*Unspecified","*Unknown",NA,NA
7806,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
7807,"2200 Harvard Road Suite B","LAWRENCE","DOUGLAS","LAWRENCE PEDS HEM ONC","Pediatric Hematology and Oncology","*Unknown","66049",20045000702
7808,"1133 College Avenue, Suite E-210","MANHATTAN","RILEY","MANHATTAN ENDOCRIN","Endocrinology","*Unknown","66502-2814",NA
7809,NA,NA,"*Unspecified","ENTERPRISE SUBMITTER","*Not Applicable","*Not Applicable",NA,NA
7810,"1919 SW 10th St, Ste 22","TOPEKA","SHAWNEE","PREVENTIVE MEDICINE ASSOC., LLC","*Not Applicable","*Not Applicable","66604",20177003603
7811,"1322 Lark Lane","Madison","*Unspecified","EAST SIDE MANOR","*Not Applicable","*Not Applicable","53701",55025001704
7812,"4454 Industry Lane","Madison","*Unspecified","WEST SIDE MANUFACTURING","*Not Applicable","*Not Applicable","53701",55025001704
7813,"31 Maple St","Madison","*Unspecified","MADISON MANOR","*Not Applicable","*Not Applicable","53719",55025010901
7814,"47 Main St","Madison","*Unspecified","ISTHMUS MANUFACTURING","*Not Applicable","*Not Applicable","53717",55025000205
7815,"876 Oak Ln","Madison","*Unspecified","MENDOTA NURSING","*Not Applicable","*Not Applicable","53717",55025000205
7816,NA,NA,"*Unspecified","CAP","*Not Applicable","*Not Applicable",NA,NA
7817,NA,NA,"*Unspecified","STATE HEALTH AGENCY","*Not Applicable","*Not Applicable",NA,NA
7818,"34 Healthy Way","MONONA","DANE","MONONA CLINIC","*Not Applicable","*Not Applicable","53716",55025002900
7819,"5224 Willow Dr","Stoughton","*Unspecified","MILD MANOR","*Not Applicable","*Not Applicable","53589",55025012400
7820,"300 UTAH ST - Account Payable #1396","HIAWATHA","*Unspecified","HIAWATHA COMMUNITY HOSPITAL","*Not Applicable","*Not Applicable","66434",20013980700
7821,"7220 Asbury Dr.","Topeka","*Unspecified","ALDERSGATE VILLAGE ASSISTED LIVING","*Not Applicable","*Not Applicable","66614",20177003603
7822,"413 E Exchange, PO Box 248","HARTFORD","CHASE","QUEST SERVICES, INC","*Not Applicable","*Not Applicable","66850",20017990600
7823,"5000 SW 21st St","Topeka","*Unspecified","ABBOTT, WARREN DPM","*Not Applicable","*Not Applicable","66604",20177003603
7824,"2010 W. 10th St","Topeka","*Unspecified","ADVANCED FOOT CARE CENTER","*Not Applicable","*Not Applicable","66604",20177003603
7825,"7220 SW Asbury Drive","Topeka","*Unspecified","ALDERSGATE VILLAGE INDEPENDENT LIVING","*Not Applicable","*Not Applicable","66614",20177003603
7826,"823 Mulvane Suite 200","Topeka","*Unspecified","BARABAN, MARK MD","*Not Applicable","*Not Applicable","66606",20177000500
7827,"1109 SW Topeka Blvd.","Topeka","*Unspecified","IMMANUEL BIRTH CO.","*Not Applicable","*Not Applicable","66612",20177000500
7828,"Jane C. Stormont Women's Center                 823 Mulvane Suite 102","Topeka","*Unspecified","BREAST DIAGNOSTIC CENTER","*Not Applicable","*Not Applicable","66606",20177000500
7829,"1500 SW 10th St","Topeka","*Unspecified","BREAST FEEDING CLINIC SV","*Not Applicable","*Not Applicable","66604",20177003603
7830,"1301 NE Jefferson","Topeka","*Unspecified","BRIGHTON PLACE NORTH","*Not Applicable","*Not Applicable","66608",20177000700
7831,"907 S 2nd St","Hiawatha","*Unspecified","BROWN COUNTY HEALTH DEPARTMENT","*Not Applicable","*Not Applicable","66434",20013980700
7832,"830 SW Mulvane St","Topeka","*Unspecified","CARDIOTHORACIC AND VASCULAR SURGERY","*Not Applicable","*Not Applicable","66606",20177000500
7833,"3715 SW 29th St. Ste 100","Topeka","*Unspecified","CAREGIVERS HOME HEALTH","*Not Applicable","*Not Applicable","66614",20177003603
7834,"634 SW Mulvane Suite 209","TOPEKA","SHAWNEE","ST FRANCIS HEALTH WOMENS CENTER","*Not Applicable","*Not Applicable","66604",20177003603
7835,"5000 SW 21st St","Topeka","*Unspecified","CENTER FOR MANUAL MEDICINE","*Not Applicable","*Not Applicable","66604",20177003603
7836,"5800 SW Drury Lane","Topeka","*Unspecified","BROOKDALE TOPEKA","*Not Applicable","*Not Applicable","66604",20177003603
7837,NA,NA,"*Unspecified","PATHOLOGY - NO BILLING","*Not Applicable","*Not Applicable",NA,NA
7838,"NO BILLING",NA,"*Unspecified","SUBMITTER NOT IN SYSTEM","*Not Applicable","*Not Applicable",NA,NA
7839,"NO BILLING",NA,"*Unspecified","DOCTORS OFFICE","*Not Applicable","*Not Applicable",NA,NA
7840,"PO Box 5555 2320 SE 23rd","Topeka","*Unspecified","CLARENCE M. KELLY YOUTH CENTER","*Not Applicable","*Not Applicable","66605",20177003001
7841,"715 Washington St  Suite C","LYNDON","OSAGE","HOME TOWN HEALTH CARE","*Not Applicable","*Not Applicable","66451",20139010300
7842,"2011 Grandview Dr","WAMEGO","POTTAWATOMIE","GOOD SAMARITAN SOCIETY VALLEY VISTA","*Not Applicable","*Not Applicable","66547",20149000200
7843,"2850 SW Mission Woods Dr Ste 103","TOPEKA","SHAWNEE","OASIS FAMILY MEDICINE","*Not Applicable","*Not Applicable","66614",20177003603
7844,"16015 Nighthawk Rd","ESKRIDGE","WABAUNSEE","JENNIFER HOWE, DVM","*Not Applicable","*Not Applicable","66423",20197483200
7845,"320 South Kansas Avenue Ste 400","Topek","*Unspecified","MID AMERICA FORENSIC PATHOLOGY PA","*Not Applicable","*Not Applicable","66603-3644",NA
7846,"3601 SW 29th St Suite 12-4 Topeka, KS","TOPEKA","SHAWNEE","PROFESSIONAL BEHAVIORAL HEALTH MEDICINE LLC","*Not Applicable","*Not Applicable","66614",20177003603
7847,"331 SW Oakley","TOPEKA","SHAWNEE","BRIGHTON PLACE WEST","*Not Applicable","*Not Applicable","66606",20177000500
7848,"1133 College Ave, Ste G-120","MANHATTAN","RILEY","PEDIATRIC ASSOCIATES OF MANHATTAN","*Not Applicable","*Not Applicable","66502",20161000900
7849,"5218 SW 28th St","Topeka","*Unspecified","RICKS ADVANCED DERMATOLOGY & SKIN SURGERY","*Not Applicable","*Not Applicable","66614",20177003603
7850,NA,NA,"*Unspecified","STORMONT VAIL TOXICOLOGY","*Not Applicable","*Not Applicable",NA,NA
7851,"1414 SW 8th Ave","Topeka","*Unspecified","CLINICAL RESEARCH CANCER CENTER","*Not Applicable","*Not Applicable","66606",20177000500
7852,"720 SW Lane 2nd Flood","Topeka","*Unspecified","CLINICAL RESEARCH DIGESTIVE HEALTH CENTER","*Not Applicable","*Not Applicable","66606",20177000500
7853,"823 Mulvane, Suite 240","Topeka","*Unspecified","CLINICAL RESEARCH CENTER - 823","*Not Applicable","*Not Applicable","66606",20177000500
7854,"3520 SW 6th St","Topeka","*Unspecified","CLINICAL RESEARCH CENTER - CODE","*Not Applicable","*Not Applicable","66606",20177000500
7855,"120 W 8th St","Onaga","*Unspecified","COMMUNITY HEALTHCARE SYSTEM INC - ONAGA","*Not Applicable","*Not Applicable","66521",20149000100
7856,"506 West 10th St","Topeka","*Unspecified","CRAIG HOMECARE","*Not Applicable","*Not Applicable","66612",20177000500
7857,"6313 K-4 Hwy","Meriden","*Unspecified","DEER PARK SENIOR GROUP HOME","*Not Applicable","*Not Applicable","66512",20177003302
7858,"1706 SW 10th","Topeka","*Unspecified","DERMATOLOGY, PA","*Not Applicable","*Not Applicable","66604",20177003603
7859,"3931 Gage Center Drive","Topeka","*Unspecified","DIALYSIS SPECIALISTS OF TOPEKA","*Not Applicable","*Not Applicable","66604",20177003603
7860,"3316 SE 28th Terr","Topeka","*Unspecified","TOPEKA DENTISTRY","*Not Applicable","*Not Applicable","66605",20177003001
7861,"2300 Industrial Rd","Emporia","*Unspecified","EMPORIA PRESBYTERIAN MANOR","*Not Applicable","*Not Applicable","66801",20111000300
7862,"5400 W 7th","Topeka","*Unspecified","FAIRLAWN HEIGHTS NURSING CENTER","*Not Applicable","*Not Applicable","66606",20177000500
